Time (s),x (cm),y (cm),theta (deg)
81.71,-47.452215599999995,-103.8036987,-37.78679577199584
81.72,-47.3267242,-103.61549070000001,-37.735516049331636
81.73,-47.1925385,-103.427478,-37.69151289066559
81.74,-47.0575592,-103.2520508,-37.64831187291273
81.75,-46.9366455,-103.08341060000001,-37.609465334402856
81.76,-46.8244476,-102.91351320000001,-37.56391518968995
81.77,-46.7051819,-102.73919679999999,-37.494530000699605
81.78,-46.5776001,-102.55017089999998,-37.43236407992792
81.79,-46.44037780000001,-102.3580322,-37.3897933157497
81.8,-46.3127441,-102.1739868,-37.334101818062976
81.81,-46.1997955,-102.00341800000001,-37.3035631675825
81.82,-46.082989500000004,-101.8330322,-37.24552254293576
81.83,-45.958667000000005,-101.65749509999999,-37.20713437066199
81.84,-45.8277191,-101.4728455,-37.14428090053613
81.85,-45.695401,-101.27684939999999,-37.08555272653523
81.86,-45.575839200000004,-101.0853516,-37.055300554952325
81.87,-45.46235349999999,-100.91508789999999,-37.01954798853616
81.88,-45.3415558,-100.7505798,-36.95486105346589
81.89,-45.212973,-100.5688416,-36.91687395164872
81.9,-45.0818604,-100.3821838,-36.86106786240297
81.91,-44.9586456,-100.18773189999999,-36.80302723775622
81.92,-44.847467,-99.99541630000002,-36.775181488912864
81.93,-44.73245849999999,-99.8260742,-36.73633495040299
81.94,-44.6105255,-99.6536499,-36.69949376417608
81.95,-44.477749599999996,-99.4829773,-36.650391281133366
81.96,-44.348587,-99.2983276,-36.588397247700215
81.97,-44.230779999999996,-99.0999451,-36.53024203149443
81.98,-44.1213013,-98.90535890000001,-36.50107847972228
81.99,-44.0028168,-98.7315796,-36.475409970500415
82.0,-43.88139650000001,-98.56356199999999,-36.43255272742463
82.01,-43.7424011,-98.3927307,-36.37399644076226
82.02,-43.6220337,-98.20671390000001,-36.30403829397679
82.03,-43.5072693,-98.0115479,-36.25820167036632
82.04,-43.399270599999994,-97.8138428,-36.216948709116906
82.05,-43.2757721,-97.6292114,-36.20921377888264
82.06,-43.1439941,-97.458905,-36.15615788705352
82.07,-43.011792,-97.28757320000001,-36.090439627952016
82.08,-42.8949921,-97.1008423,-36.018304241545046
82.09,-42.7850342,-96.908905,-35.97464485755608
82.1,-42.672308300000005,-96.7103394,-35.9462834466971
82.11,-42.5475983,-96.52194210000002,-35.909041190013596
82.12,-42.4162903,-96.3518433,-35.874205356069645
82.13,-42.2947479,-96.1763916,-35.810607040810126
82.14,-42.1827637,-95.9971252,-35.72810111831128
82.15,-42.077676399999994,-95.8125732,-35.68363959340913
82.16,-41.958004800000005,-95.6141785,-35.637459195121586
82.17,-41.8320496,-95.4232849,-35.62118719373987
82.18,-41.7033081,-95.25261230000001,-35.570079358414205
82.19,-41.585672,-95.0747314,-35.51507541008164
82.2,-41.4783569,-94.9004578,-35.43961686846292
82.21,-41.372168,-94.7083801,-35.399624414362776
82.22,-41.2515045,-94.5137451,-35.354475340106475
82.23,-41.1221893,-94.3244934,-35.316087167832706
82.24,-40.9958527,-94.14116820000001,-35.28193888324291
82.25,-40.8870819,-93.969873,-35.23472716092413
82.26,-40.7792358,-93.78773800000002,-35.165800338169895
82.27,-40.670285,-93.603125,-35.103176051162094
82.28,-40.5506378,-93.4113464,-35.05499030059159
82.29,-40.4208771,-93.2182556,-34.99505891522091
82.3,-40.3070892,-93.0425781,-34.93065845904821
82.31,-40.2056824,-92.8736023,-34.86700284800917
82.32,-40.0987335,-92.7031189,-34.798076025254936
82.33,-39.9849152,-92.52013550000001,-34.704282834192014
82.34,-39.8644409,-92.33546140000001,-34.62670434873131
82.35,-39.743457,-92.14385380000002,-34.53938558075336
82.36,-39.6420868,-91.9653748,-34.443644333187
82.37,-39.5403076,-91.8014832,-34.36503452369505
82.38,-39.4326569,-91.639856,-34.271413219970675
82.39,-39.315600599999996,-91.4718994,-34.134648194272955
82.4,-39.206085200000004,-91.3090942,-33.97765775840711
82.41,-39.0963074,-91.1368958,-33.83762687327713
82.42,-39.001593,-90.9670776,-33.719540271700666
82.43,-38.9045197,-90.79089359999999,-33.61119395264143
82.44,-38.7986481,-90.62963869999999,-33.47941365976134
82.45,-38.6837311,-90.47604980000001,-33.34643015551148
82.46,-38.5674194,-90.32082519999999,-33.17316771826392
82.47,-38.474527,-90.1633118,-33.00489001383399
82.48,-38.3842041,-89.9982605,-32.84085219708804
82.49,-38.2932007,-89.8332825,-32.7009931992966
82.5,-38.1890625,-89.6605591,-32.52171470520017
82.51,-38.0810181,-89.4947693,-32.368276607664136
82.52,-37.977652,-89.33479609999999,-32.1889981135677
82.53,-37.8907379,-89.1864685,-32.01739725392602
82.54,-37.8016541,-89.0389038,-31.83559774553101
82.55,-37.710510299999996,-88.89158330000001,-31.62325958665553
82.56,-37.614205899999995,-88.74314580000001,-31.391784637422674
82.57,-37.5053375,-88.59838260000001,-31.16603926614113
82.58,-37.4160431,-88.4482788,-30.938575021474193
82.59,-37.3381897,-88.29093019999999,-30.72824221488167
82.6,-37.2518463,-88.1332214,-30.51189335144027
82.61,-37.1619873,-87.97296750000001,-30.32287457482661
82.62,-37.059051499999995,-87.82194210000002,-30.117010839036105
82.63,-36.956192,-87.67691039999998,-29.90845420160849
82.64,-36.8711975,-87.53222050000001,-29.682307759870348
82.65,-36.7945984,-87.3873474,-29.458223966194687
82.66,-36.7093658,-87.24497679999999,-29.214201241248468
82.67,-36.6180573,-87.0897217,-29.01441085808635
82.68,-36.5213562,-86.9363525,-28.797202557952257
82.69,-36.4336304,-86.7694397,-28.578218088653255
82.7,-36.360437000000005,-86.61513060000001,-28.369947930123196
82.71,-36.2848145,-86.45610960000002,-28.15394284135888
82.72,-36.2018799,-86.30070800000001,-27.959309078352938
82.73,-36.103244000000004,-86.1521057,-27.74427801784034
82.74,-36.011261000000005,-86.0021606,-27.512974955946028
82.75,-35.9312378,-85.8541992,-27.277775781044824
82.76,-35.8591156,-85.7069885,-27.069391030955742
82.77,-35.7815155,-85.5536865,-26.859745773717375
82.78,-35.6987823,-85.39327390000001,-26.637380853427103
82.79,-35.6081848,-85.2308838,-26.428881511778997
82.8,-35.524746699999994,-85.06574710000001,-26.20118808399401
82.81,-35.457232700000006,-84.90991210000001,-25.980083670853023
82.82,-35.38599549999999,-84.7547424,-25.78023599191139
82.83,-35.3069031,-84.6076111,-25.58445631331519
82.84,-35.219165,-84.4552307,-25.371774379762627
82.85,-35.133703600000004,-84.295874,-25.141846416576627
82.86,-35.0546844,-84.14345089999999,-24.901777100416812
82.87,-34.986175499999995,-83.98843380000001,-24.700153252310276
82.88,-34.9188965,-83.8330078,-24.496409460361757
82.89,-34.8448273,-83.671051,-24.28487344239946
82.9,-34.7625122,-83.50294190000001,-24.078322157254792
82.91,-34.6875793,-83.3366638,-23.865468336363694
82.92,-34.6232117,-83.1750977,-23.638462457932857
82.93,-34.5598053,-83.0160217,-23.424348129892472
82.94,-34.4888702,-82.8633972,-23.23223538118511
82.95,-34.4075256,-82.7061096,-23.027231082087297
82.96,-34.326281699999996,-82.54595950000001,-22.796558273767626
82.97,-34.2588043,-82.385968,-22.589090256150758
82.98,-34.1908478,-82.23166499999999,-22.353432715013447
82.99,-34.134256,-82.07155759999999,-22.163268022809532
83.0,-34.0666595,-81.9030334,-21.959409639301985
83.01,-33.9963989,-81.7362854,-21.758587932108632
83.02,-33.926953100000006,-81.563446,-21.539546167030117
83.03,-33.8676514,-81.4026733,-21.31208192236318
83.04,-33.811767599999996,-81.24530030000001,-21.11532821551526
83.05,-33.74375,-81.088855,-20.905740254056397
83.06,-33.672549399999994,-80.9287781,-20.711794040404616
83.07,-33.594656400000005,-80.7605774,-20.499570473088156
83.08,-33.5316406,-80.5954529,-20.271762453744145
83.09,-33.4807068,-80.4400391,-20.05667409745203
83.1,-33.426238999999995,-80.278595,-19.86014957372216
83.11,-33.3691772,-80.11134030000001,-19.659843528544425
83.12,-33.3061401,-79.9400757,-19.469277765883913
83.13,-33.238678,-79.76337889999999,-19.254017522253264
83.14,-33.1850922,-79.599231,-19.041220997141675
83.15,-33.133898900000005,-79.4458313,-18.82641911974713
83.16,-33.0752686,-79.2885803,-18.620383496618082
83.17,-33.010958900000006,-79.1269714,-18.443053059025097
83.18,-32.9426331,-78.9554993,-18.23627259076238
83.19,-32.8858002,-78.7894409,-18.010183444803758
83.2,-32.840768399999995,-78.6304077,-17.79142815862281
83.21,-32.7947296,-78.46886599999999,-17.592955578389496
83.22,-32.746283,-78.2983154,-17.398264519604037
83.23,-32.6872101,-78.1216431,-17.190567318869117
83.24,-32.629217499999996,-77.9434326,-16.98974561167576
83.25,-32.5849792,-77.7746521,-16.76485967708691
83.26,-32.5419983,-77.6167053,-16.56867892803412
83.27,-32.492947400000006,-77.45906980000001,-16.353991642198597
83.28,-32.436621099999996,-77.293927,-16.15362830124135
83.29,-32.372241200000005,-77.1241089,-15.957447552188558
83.3,-32.322345,-76.9531799,-15.736285843268059
83.31,-32.2835785,-76.789563,-15.518561881118345
83.32,-32.2452698,-76.6280334,-15.313786765138593
83.33,-32.2040009,-76.4580505,-15.109985677410558
83.34,-32.155307,-76.28009030000001,-14.913346562121657
83.35,-32.100082400000005,-76.10247799999999,-14.702612685072543
83.36,-32.054571499999994,-75.93568730000001,-14.48918590638631
83.37,-32.0116913,-75.7815979,-14.255591013311475
83.38,-31.9704834,-75.6263855,-14.054540123000066
83.39,-31.9241608,-75.4616943,-13.863057627867347
83.4,-31.874163799999998,-75.2871338,-13.666017442121857
83.41,-31.8312103,-75.1104431,-13.450470719593643
83.42,-31.7939911,-74.94389650000001,-13.231887320751232
83.43,-31.7616119,-74.7803955,-13.030263472644695
83.44,-31.724807700000003,-74.6043335,-12.82405596217711
83.45,-31.6814697,-74.42804570000001,-12.599742985383395
83.46,-31.6350616,-74.2480225,-12.412385786375614
83.47,-31.595541400000002,-74.07681269999999,-12.193515908635641
83.48,-31.560372899999997,-73.9225952,-11.95613949411294
83.49,-31.524352999999998,-73.7625,-11.756406406730337
83.5,-31.486645499999998,-73.5913757,-11.560741319693161
83.51,-31.445526100000002,-73.4146729,-11.370003669694109
83.52,-31.406176800000004,-73.2276062,-11.151305679292673
83.53,-31.3757141,-73.0572937,-10.9363892103391
83.54,-31.347610499999995,-72.8840149,-10.741870038892186
83.55,-31.3221344,-72.7122803,-10.528099485528879
83.56,-31.2865967,-72.53350830000001,-10.318339636731483
83.57,-31.2440796,-72.3539551,-10.131555395518832
83.58,-31.204495200000004,-72.17974849999999,-9.899965854726956
83.59,-31.173174999999997,-72.0178894,-9.674506962342976
83.6,-31.145953399999996,-71.8582031,-9.460679113200154
83.61,-31.117184400000003,-71.6839783,-9.268509068713277
83.62,-31.086328100000003,-71.50469969999999,-9.068833277110183
83.63,-31.051574700000003,-71.3192322,-8.86296954131968
83.64,-31.026400799999998,-71.13966059999998,-8.645761241185584
83.65,-31.0057404,-70.9685425,-8.44551249178736
83.66,-30.989679000000002,-70.79624629999999,-8.258957433692764
83.67,-30.961981200000004,-70.6226318,-8.035446597812232
83.68,-30.9251892,-70.4475769,-7.84751644100932
83.69,-30.889092999999995,-70.2700562,-7.626870394104441
83.7,-30.865741000000003,-70.1054932,-7.390525303612977
83.71,-30.8473236,-69.93432010000001,-7.188042018813742
83.72,-30.828539999999997,-69.76383059999999,-7.004237158135775
83.73,-30.803814700000004,-69.5840271,-6.806394831477102
83.74,-30.7779449,-69.39876100000001,-6.623563999050856
83.75,-30.763330099999997,-69.2167908,-6.397646740430773
83.76,-30.746749900000005,-69.0393799,-6.2071382735497735
83.77,-30.732842999999995,-68.8704834,-5.992909353950359
83.78,-30.7114075,-68.6992676,-5.777935589217274
83.79,-30.678775,-68.5262024,-5.579463008983956
83.8,-30.646328700000005,-68.3485779,-5.359389919874207
83.81,-30.6315552,-68.17702030000001,-5.134217506387794
83.82,-30.6204437,-68.0077881,-4.916493544238081
83.83,-30.609524500000003,-67.82976070000001,-4.728391500096632
83.84,-30.595342999999996,-67.6502625,-4.543440723828403
83.85,-30.5756958,-67.46405639999999,-4.349036143940514
83.86,-30.5671021,-67.27949219999999,-4.140651393851433
83.87,-30.5598175,-67.10598139999999,-3.9453300814913357
83.88,-30.5481018,-66.9317688,-3.819222070783042
83.89,-30.5340729,-66.7481262,-3.7449667405340867
83.9,-30.514944500000002,-66.5488159,-3.7005625114114484
83.91,-30.5056671,-66.3442139,-3.6425218867646962
83.92,-30.509375,-66.1427002,-3.6031023904596946
83.93,-30.521130399999997,-65.9487793,-3.5939350657376017
83.94,-30.530569500000002,-65.7515503,-3.5880336004477544
83.95,-30.5269257,-65.5551147,-3.5761160783090333
83.96,-30.5118835,-65.36500240000001,-3.5692405847674635
83.97,-30.4934662,-65.1612671,-3.564141260390799
83.98,-30.4899536,-64.9557007,-3.5374987229172157
83.99,-30.5016266,-64.7602051,-3.526555229030217
84.0,-30.5154083,-64.5652466,-3.5490724703788583
84.01,-30.5214294,-64.36875610000001,-3.5671206409254794
84.02,-30.5140228,-64.1776306,-3.585111515692587
84.03,-30.4975189,-63.9811829,-3.580126782874949
84.04,-30.4862183,-63.776776100000006,-3.5758295994114677
84.05,-30.489083900000004,-63.57988280000001,-3.572277261081657
84.06,-30.5028351,-63.39210820000001,-3.577663064355886
84.07,-30.5183929,-63.1943359,-3.6001230099250145
84.08,-30.5199005,-63.001849400000005,-3.6078006443797674
84.09,-30.504553199999997,-62.80938110000001,-3.612842672976919
84.1,-30.489300499999995,-62.612170400000004,-3.61656689864527
84.11,-30.4853424,-62.41054690000001,-3.5991489816732924
84.12,-30.495047,-62.219287099999995,-3.586314727062361
84.13,-30.5102783,-62.0261658,-3.6042483060499557
84.14,-30.515631099999997,-61.82748410000001,-3.612785377197406
84.15,-30.509210200000002,-61.635467500000004,-3.6186295467077407
84.16,-30.492440800000004,-61.43867190000001,-3.61249889829984
84.17,-30.474636800000003,-61.2344116,-3.586715797518954
84.18,-30.477877799999998,-61.03186040000001,-3.565573654878626
84.19,-30.488775600000004,-60.837664800000006,-3.5715324159479866
84.2,-30.501532000000005,-60.639099099999996,-3.5811581069061846
84.21,-30.500824,-60.4408997,-3.5922734881317226
84.22,-30.4880005,-60.2492554,-3.5903254316282776
84.23,-30.4700287,-60.0462891,-3.574912866939259
84.24,-30.4614868,-59.838580300000004,-3.5560052596999414
84.25,-30.4680969,-59.6440247,-3.550046498630581
84.26,-30.4810699,-59.4488831,-3.5617921334307625
84.27,-30.490106200000003,-59.250988799999995,-3.5743399091441277
84.28,-30.4813202,-59.0579407,-3.590611910525843
84.29,-30.463320899999996,-58.85986330000001,-3.5908410936438955
84.3,-30.4502136,-58.654126,-3.5813872900242374
84.31,-30.4509613,-58.45780030000001,-3.5654017675400866
84.32,-30.4617706,-58.268127400000004,-3.561620246092224
84.33,-30.4782288,-58.07481690000001,-3.5897524738331468
84.34,-30.479660000000003,-57.87708740000001,-3.6166814902042956
84.35,-30.465048200000002,-57.6843079,-3.6326670126884455
84.36,-30.4526764,-57.4850586,-3.6275103925322685
84.37,-30.446688799999997,-57.2842896,-3.6054515174197315
84.38,-30.452301,-57.0938843,-3.5939350657376017
84.39,-30.4634277,-56.9042664,-3.6186295467077407
84.4,-30.475946,-56.708123799999996,-3.6420635205285907
84.41,-30.4692902,-56.5108154,-3.66286188849184
84.42,-30.4519989,-56.3139709,-3.6555280287141647
84.43,-30.437023900000003,-56.1099243,-3.6456158588584024
84.44,-30.436190800000002,-55.911792000000005,-3.6277395756503203
84.45,-30.4467865,-55.719610599999996,-3.6222964765965777
84.46,-30.462640399999998,-55.5252563,-3.6504287043375014
84.47,-30.462881499999998,-55.3291626,-3.6960934406094275
84.48,-30.4487549,-55.1334167,-3.6998749620572906
84.49,-30.4331543,-54.9341064,-3.6972393561996895
84.5,-30.4228302,-54.729333499999996,-3.684920763604376
84.51,-30.4274872,-54.5332764,-3.671914621654907
84.52,-30.4411407,-54.34006960000001,-3.6832591859984976
84.53,-30.4511475,-54.143988,-3.7140843153765357
84.54,-30.4435669,-53.9478271,-3.759863643207488
84.55,-30.4300995,-53.7520081,-3.758889614955766
84.56,-30.4175812,-53.550665300000006,-3.750123360690264
84.57,-30.414245599999997,-53.3477844,-3.7440500080618775
84.58,-30.4233063,-53.159832800000004,-3.7545924314922843
84.59,-30.4390717,-52.9670654,-3.770520658196922
84.6,-30.444989,-52.7682922,-3.8095390840453303
84.61,-30.4293793,-52.5766113,-3.815268661996639
84.62,-30.412747200000002,-52.377288799999995,-3.8171021269410574
84.63,-30.4028412,-52.1729736,-3.7956162096236516
84.64,-30.405490099999998,-51.9800537,-3.7837559832644434
84.65,-30.4178925,-51.7889954,-3.8033511398579174
84.66,-30.431024200000003,-51.5914856,-3.8304520435676053
84.67,-30.426412999999997,-51.394085700000005,-3.8512504115308546
84.68,-30.410366800000002,-51.198864699999994,-3.858011313513398
84.69,-30.396331800000002,-50.995297199999996,-3.8576675388363197
84.7,-30.3931885,-50.7934937,-3.821399310404539
84.71,-30.4042755,-50.6031281,-3.8162999860278743
84.72,-30.4183014,-50.407748399999996,-3.8348638185901125
84.73,-30.4235046,-50.2066315,-3.878523202579081
84.74,-30.413034099999997,-50.0076782,-3.8890656260094882
84.75,-30.396798699999998,-49.8059296,-3.8701580187701716
84.76,-30.386080899999996,-49.5992157,-3.864428440818864
84.77,-30.3900757,-49.4036957,-3.842254974147301
84.78,-30.401681500000002,-49.2068604,-3.8445468053278242
84.79,-30.409619100000004,-49.0088257,-3.87216337105313
84.8,-30.399749800000002,-48.8089355,-3.898863204306226
84.81,-30.383877599999998,-48.6116791,-3.8998372325579482
84.82,-30.3712738,-48.409625199999994,-3.8778929490044383
84.83,-30.372228999999997,-48.210372899999996,-3.856979989482163
84.84,-30.3860504,-48.0223175,-3.8564643274665453
84.85,-30.401355000000002,-47.8245087,-3.876976216532228
84.86,-30.403109700000005,-47.622583,-3.9080878248078323
84.87,-30.387643399999995,-47.42287900000001,-3.917942698884082
84.88,-30.370318599999997,-47.2157349,-3.89783188027499
84.89,-30.3619324,-47.01310730000001,-3.8817890620113276
84.9,-30.368252599999998,-46.8192078,-3.8586415670880423
84.91,-30.381707799999997,-46.623031600000004,-3.8746270895721926
84.92,-30.390991200000002,-46.4216766,-3.9129006702869304
84.93,-30.3870361,-46.218499800000004,-3.9309488408335524
84.94,-30.3674866,-46.015387000000004,-3.929115375889133
84.95,-30.353619399999996,-45.8072449,-3.9268808404881232
84.96,-30.3558777,-45.6078461,-3.9083743037053975
84.97,-30.370813,-45.4171051,-3.9152497972469678
84.98,-30.385775799999998,-45.2180695,-3.9334698551321283
84.99,-30.387304700000005,-45.0167816,-3.9540963357568373
85.0,-30.3716675,-44.8154083,-3.9566173500554123
85.01,-30.3502075,-44.6125732,-3.949741856513843
85.02,-30.3397766,-44.4027344,-3.941663151602499
85.03,-30.348596200000003,-44.20744929999999,-3.9371940808004777
85.04,-30.3653503,-44.013446,-3.946304109743058
85.05,-30.3735229,-43.8103821,-3.9779313800342795
85.06,-30.366833500000002,-43.6144043,-3.9963806210374924
85.07,-30.346862799999997,-43.4198395,-3.9994745931311977
85.08,-30.331445299999995,-43.2157013,-3.990364564188618
85.09,-30.3321411,-43.015875199999996,-3.9692797173278036
85.1,-30.3459503,-42.8240265,-3.978447042049897
85.11,-30.3594971,-42.6287262,-4.004516621728349
85.12,-30.3602753,-42.43172,-4.020845918889578
85.13,-30.344311499999996,-42.239209,-4.017007101662202
85.14,-30.326080299999994,-42.0422821,-4.021189693566657
85.15,-30.3206238,-41.8387085,-3.9993600015721724
85.16,-30.3286926,-41.6458527,-3.9861246765046507
85.17,-30.342166099999996,-41.4536743,-3.999188114233633
85.18,-30.3516724,-41.2596863,-4.020444848432987
85.19,-30.3432465,-41.0646454,-4.028867328021409
85.2,-30.3233978,-40.8692291,-4.0117931857265114
85.21,-30.306689500000005,-40.667215,-4.002797748342957
85.22,-30.3056641,-40.466507,-3.9787908167269754
85.23,-30.316693100000002,-40.277047700000004,-3.973118534555181
85.24,-30.331127900000002,-40.0808563,-3.988932169700792
85.25,-30.332574500000003,-39.8844147,-3.9982140859819113
85.26,-30.315673799999995,-39.6895142,-4.00583442465715
85.27,-30.296225,-39.4872253,-3.9851506482529273
85.28,-30.288198900000005,-39.2843597,-3.9603988715032763
85.29,-30.2929169,-39.0945557,-3.9477938000103987
85.3,-30.307080099999997,-38.9053253,-3.946762475979163
85.31,-30.314318800000002,-38.7061462,-3.974608224822521
85.32,-30.307946800000003,-38.5098541,-3.9867549300792944
85.33,-30.290152,-38.3095093,-3.976556281325965
85.34,-30.273364300000004,-38.1075104,-3.9540390399773244
85.35,-30.272711200000003,-37.9130676,-3.935417911635572
85.36,-30.283013900000004,-37.7235718,-3.93146450284917
85.37,-30.2992523,-37.5287323,-3.960341575723763
85.38,-30.3000702,-37.3284332,-3.9786762251679497
85.39,-30.2873718,-37.1299683,-3.9720872105239455
85.4,-30.2664124,-36.9337006,-3.9434393207674034
85.41,-30.257824700000004,-36.7348633,-3.9322093479828393
85.42,-30.264297499999998,-36.5414429,-3.937938925934148
85.43,-30.278610200000003,-36.3470154,-3.9515753214582614
85.44,-30.287515299999995,-36.147732500000004,-3.9668732945882548
85.45,-30.2785553,-35.9517242,-3.979478366081132
85.46,-30.265097000000004,-35.7521179,-3.9840047326626657
85.47,-30.252328499999997,-35.5538025,-3.9799367323172374
85.48,-30.255172700000003,-35.359481800000005,-3.9696807877843954
85.49,-30.2639526,-35.1656342,-3.9805096901123687
85.5,-30.276797499999997,-34.966427599999996,-4.004516621728349
85.51,-30.277688599999998,-34.765872200000004,-4.021819947141301
85.52,-30.266662599999997,-34.5714722,-4.03259155368976
85.53,-30.2510468,-34.3738831,-4.031216454981446
85.54,-30.2412048,-34.1714966,-4.011506706828945
85.55,-30.2487061,-33.979623399999994,-4.01901245394516
85.56,-30.256393399999997,-33.7864929,-4.027778708210661
85.57,-30.2662079,-33.5851349,-4.052645076519339
85.58,-30.258746300000002,-33.3843567,-4.059520570060909
85.59,-30.244235200000002,-33.1878845,-4.067427387633714
85.6,-30.230270400000002,-32.992926,-4.057343330439411
85.61,-30.2292908,-32.7942108,-4.045483104080204
85.62,-30.2341949,-32.5978546,-4.045941470316308
85.63,-30.2469604,-32.4020966,-4.069088965239593
85.64,-30.2510223,-32.19497990000001,-4.085074487723744
85.65,-30.2399902,-31.9992615,-4.086564177991083
85.66,-30.2224762,-31.808862299999998,-4.0894862627462505
85.67,-30.2096405,-31.610299700000002,-4.060208119415066
85.68,-30.2123413,-31.4148315,-4.029669468934593
85.69,-30.2231293,-31.2185333,-4.035914708901519
85.7,-30.232018999999998,-31.012710600000002,-4.042790202443088
85.71,-30.227633700000002,-30.8076721,-4.045941470316308
85.72,-30.2150574,-30.617865000000002,-4.043706934915298
85.73,-30.196237200000002,-30.4253845,-4.035169863767849
85.74,-30.191684,-30.225320399999998,-3.9959222548013873
85.75,-30.201095600000002,-30.0335754,-3.9751238868381384
85.76,-30.212142899999996,-29.8327789,-3.981712901482143
85.77,-30.219897500000002,-29.620718399999998,-3.9868122258588077
85.78,-30.2107513,-29.420739700000002,-3.990364564188618
85.79,-30.194860800000004,-29.2257538,-3.9861819722841636
85.8,-30.182403599999997,-29.0298004,-3.9569038289529783
85.81,-30.1860352,-28.832815599999996,-3.926708953149584
85.82,-30.1966919,-28.632785000000002,-3.9166821917347945
85.83,-30.2071014,-28.427654999999998,-3.9247036008666267
85.84,-30.208236699999997,-28.2177673,-3.9450436025937705
85.85,-30.1927002,-28.0195984,-3.939027545744897
85.86,-30.1757111,-27.827423099999997,-3.926021403795427
85.87,-30.173870800000003,-27.6337952,-3.898118359172556
85.88,-30.187588499999997,-27.4399048,-3.8836798227352594
85.89,-30.1992432,-27.233358799999998,-3.8864873159314004
85.9,-30.2047546,-27.0161926,-3.8940503588271267
85.91,-30.1935516,-26.818170200000004,-3.911926642035209
85.92,-30.174008199999996,-26.6205353,-3.913129853404983
85.93,-30.1682526,-26.4203552,-3.891357457190012
85.94,-30.178436299999998,-26.2263763,-3.8575529472772936
85.95,-30.189590499999998,-26.032733199999996,-3.8553757076557966
85.96,-30.198422200000003,-25.8236664,-3.850333679058645
85.97,-30.1937073,-25.6150085,-3.8639700745827588
85.98,-30.176559400000002,-25.419598399999998,-3.877721061665899
85.99,-30.162322999999997,-25.216001900000002,-3.8782940194610296
86.0,-30.165911899999998,-25.021787999999997,-3.843286298178536
86.01,-30.179681400000003,-24.8314514,-3.810914182753645
86.02,-30.190835600000003,-24.62995,-3.8231754795694437
86.03,-30.1923767,-24.4232834,-3.8496461297044884
86.04,-30.179247999999994,-24.221032700000002,-3.85973018689879
86.05,-30.1605347,-24.0184219,-3.8673505255740306
86.06,-30.159780899999998,-23.8175308,-3.8620220180793137
86.07,-30.171771200000002,-23.6259216,-3.819451253901094
86.08,-30.182766700000002,-23.4348328,-3.8040386892120748
86.09,-30.189471400000002,-23.2300262,-3.8328584663071545
86.1,-30.18125,-23.0246857,-3.8363535088574534
86.11,-30.161462400000005,-22.832047999999997,-3.842598748824379
86.12,-30.148861699999998,-22.6313919,-3.8497607212635145
86.13,-30.154354900000005,-22.4351089,-3.8145238168629687
86.14,-30.1672577,-22.2457397,-3.8112579574307235
86.15,-30.1764313,-22.047610499999998,-3.8361243257394007
86.16,-30.178039599999998,-21.8402466,-3.836525396195993
86.17,-30.1646027,-21.644277999999996,-3.8311968887012755
86.18,-30.144726600000002,-21.4472534,-3.8438019601941535
86.19,-30.138519300000002,-21.248504599999997,-3.81584161979177
86.2,-30.1456024,-21.0601746,-3.7748751374399157
86.21,-30.156478900000003,-20.8668182,-3.767655869221268
86.22,-30.163510099999996,-20.6631439,-3.7861624060039927
86.23,-30.1566101,-20.4594223,-3.790173110569909
86.24,-30.137521400000004,-20.2648254,-3.778943137785345
86.25,-30.1205261,-20.067128,-3.760150122105054
86.26,-30.1189545,-19.8731995,-3.7241683725708383
86.27,-30.129104599999998,-19.6782761,-3.715574005643876
86.28,-30.140905800000002,-19.4763519,-3.7126519208887085
86.29,-30.142465199999997,-19.271723899999998,-3.7261737248537963
86.3,-30.128302,-19.0784424,-3.733622176190497
86.31,-30.1080872,-18.8838943,-3.724512147247916
86.32,-30.0993774,-18.6839798,-3.68555101717902
86.33,-30.1071533,-18.4916275,-3.6567885358634538
86.34,-30.116744999999998,-18.2934921,-3.6668725930577555
86.35,-30.1240814,-18.0883148,-3.669851973592436
86.36,-30.1195129,-17.889164700000002,-3.676727467134006
86.37,-30.0996582,-17.6943787,-3.6850926509429156
86.38,-30.082757599999997,-17.498175,-3.667216367734834
86.39,-30.083010899999998,-17.3051346,-3.6194889834004367
86.4,-30.093814100000003,-17.1117188,-3.6145615463623115
86.41,-30.1045715,-16.9122391,-3.6314065055391573
86.42,-30.108435099999998,-16.708737199999998,-3.641375971174434
86.43,-30.0929443,-16.5136215,-3.6393706188914767
86.44,-30.072619600000003,-16.3219925,-3.6340421113967594
86.45,-30.067733799999996,-16.1230072,-3.6090611515290556
86.46,-30.0716675,-15.928291299999998,-3.5742826133646144
86.47,-30.0834198,-15.734515400000001,-3.5900962485102257
86.48,-30.0925323,-15.531483500000002,-3.6169106733223484
86.49,-30.084243800000003,-15.3323547,-3.6163377155272163
86.5,-30.068600499999995,-15.137741100000003,-3.6071130950256105
86.51,-30.0551453,-14.9428482,-3.5998365310274494
86.52,-30.052725199999998,-14.7475662,-3.579840303977383
86.53,-30.060781900000002,-14.5511414,-3.581902952039855
86.54,-30.0747833,-14.3537598,-3.6126707856383793
86.55,-30.078814700000002,-14.146928400000002,-3.624588307777101
86.56,-30.065869100000004,-13.9528763,-3.632609716908932
86.57,-30.0501923,-13.761937,-3.643553210795931
86.58,-30.0397156,-13.5614395,-3.6189160256053055
